###############################################################################
# SDCS (nb/GeV^6) for the 3P1 Singlet channel, unpolarized
# Matrix element normalization follows PRD51 (1995) 1125 Eq. (6.3c) 
###############################################################################
# pT  LP+NLO              LO                    NLO
###############################################################################
52    -0.057756565498197174    0.0007412454277682653    -0.024270200036180804
53    -0.05225021706414869    0.0006456265904857088    -0.022028057703081156
54    -0.04735598204488345    0.0005636866487873915    -0.020033560933870608
55    -0.042998688137692975    0.0004932808382242931    -0.01825739883218039
56    -0.03911309778112616    0.0004326294184215716    -0.016673780912870473
57    -0.0356425288916769    0.0003802507832107489    -0.01526004349849744
58    -0.0325376722003761    0.0003349076783056704    -0.013996287929443301
59    -0.029755577161860745    0.00029556379590568515    -0.012865052285645348
60    -0.027258782264794612    0.0002613486173131503    -0.011851016429452493
61    -0.024990057195238592    0.00023152822689174245    -0.010917249735142909
62    -0.022938716839553924    0.00020548371194062588    -0.01006859302083329
63    -0.021080532393332015    0.00018269054960168353    -0.009295530784183575
64    -0.019394383215274695    0.00016270340005066693    -0.008589844388467665
65    -0.017861807094215178    0.0001451432192982476    -0.00794440633706129
66    -0.016466622719741336    0.0001296866179506765    -0.007353011111432392
67    -0.01519461162127594    0.00011605704921644466    -0.006810235438364719
68    -0.01403324929135209    0.00010401749134447984    -0.006311322362164232
69    -0.012971477148351849    0.00009336435460322512    -0.005852084664271303
70    -0.011999508537053165    0.0000839223945547992    -0.005428824079192624
71    -0.011108985947597    0.00007554045459803891    -0.005038263463830656
72    -0.010291793181633233    0.0000680878937600475    -0.004677489633412655
73    -0.009541056165401407    0.00006145158222819073    -0.004343905016154823
74    -0.008850642977935266    0.0000555333684761095    -0.004035186626919848
75    -0.008215072638240112    0.00005024793910025372    -0.0037492511375243304
76    -0.0076294363778337555    0.000045521006474498096    -0.0034842250433946287
77    -0.0070893295274452985    0.00004128777070171823    -0.003238419104782911
78    -0.006590792450901696    0.00003749161160858482    -0.003010306384875953
79    -0.006130259210095892    0.000034082974102778504    -0.0027985033239626205
80    -0.005704512852469845    0.000031018416416174146    -0.0026017533839093167
81    -0.005324741205224961    0.00002825958066630338    -0.0024330648680140994
82    -0.004973957339658176    0.00002577310543934762    -0.0022769689625438
83    -0.004649674845815826    0.00002352946069604991    -0.0021324103599626868
84    -0.004349643456693189    0.000021502601350129535    -0.0019984313073739242
85    -0.004071824499493698    0.000019669523012875245    -0.0018741617897594447
86    -0.0038143691146323086    0.000018009878513265915    -0.0017588107772295036
87    -0.003575598906611646    0.000016505646321574116    -0.0016516584131593634
88    -0.0033539887344940724    0.000015140843379627644    -0.0015520490351842904
89    -0.003148151387265285    0.000013901275990747765    -0.0014593849341704422
90    -0.0029568239218210265    0.00001277432338576893    -0.0013731207677424853
91    -0.002778888005888836    0.00001174874939030986    -0.0012927585549530791
92    -0.0026132547622987074    0.000010814538298747115    -0.0012178431874191851
93    -0.002458965243469977    9.962751633652188e-6    -0.0011479583998934653
94    -0.002315143562858612    9.18540295349994e-6    -0.0010827231499289693
95    -0.00218098899139597    8.47534828089166e-6    -0.0010217883621574926
96    -0.0020557688723951413    7.826190070472695e-6    -0.0009648339978432129
97    -0.001938812263396249    7.232192930216275e-6    -0.0009115664148867471
98    -0.0018295042244033982    6.688209560147788e-6    -0.0008617159874212564
99    -0.0017272806815415366    6.18961558585065e-6    -0.000815034957630977
100    -0.0016316238035224576    5.732252146032374e-6    -0.0007712954954943061
