###############################################################################
# SDCS (nb/GeV^4) for the 3S1 Octet channel, longitudinal
# Matrix element normalization follows PRD51 (1995) 1125 Eq. (6.2d)
###############################################################################
# pT  LP+NLO              LO                    NLO
###############################################################################
5    5141.662467082133    6529.897777777783    3913.4039228166703
6    2364.61447315023    2792.827760985966    1847.7259965957726
7    1140.0448164829672    1269.2967427870528    868.3792553528556
8    597.3711419886583    612.559831271403    436.237234668871
9    335.35232247129125    312.45226834385846    236.26132873408847
10    195.5817447478732    167.52391111111103    135.89635546264867
11    121.21315097196961    93.95295455407852    83.75609497475811
12    75.08879364256634    54.79644566112477    50.72257876866236
13    47.67926669196082    33.09220411779695    31.29580527279931
14    32.43615379625218    20.61208960605187    21.12044049963776
15    22.34561934215342    13.195071111111108    14.34876555716172
16    15.394678366912    8.658661932564854    9.63196260297084
17    10.932681776106573    5.808409228480524    6.7047847616808856
18    8.025800286647993    3.9745722386226405    4.87403490762468
19    6.063987657130665    2.769125959295626    3.679654357489352
20    4.671701263339713    1.9611711111111112    2.8434553933479023
21    3.5906401550338045    1.4101477173034653    2.170581741953123
22    2.7903288403660182    1.0279418875734552    1.6747517092072672
23    2.1897838587814413    0.7588354908912981    1.3042933004990436
24    1.7339980472510266    0.566732937397881    1.0244486794834322
25    1.384675825276664    0.427844    0.8111346848312162
26    1.1182410992984395    0.3262791104739224    0.6507490211421849
27    0.9101081311719303    0.251149642597409    0.5262527970125435
28    0.7460155963039972    0.19500267451782471    0.42870193950682906
29    0.6155532667377597    0.15263916210036005    0.3516095143539192
30    0.5110259113076969    0.12038859999383361    0.29020807759413014
31    0.42658336204748504    0.09563045235034359    0.24095187401731374
32    0.3580065363026581    0.07647409130851655    0.20117519934879885
33    0.30197810828083754    0.06154201352332655    0.16885428238265418
34    0.25594230689457753    0.04982125396168497    0.14243894955772593
35    0.2179147506460894    0.04056039999999999    0.1207320677262293
36    0.18654677214750928    0.03320087329098732    0.10300538001954714
37    0.1603510579507858    0.02731428606711411    0.08826358060609552
38    0.13836998034217218    0.02257935515840588    0.07594154886026919
39    0.11984200165840667    0.018750430787818472    0.06559264875300726
40    0.10415779835980377    0.01563843529835674    0.05686155613443045
41    0.09082951822014676    0.013096909998464756    0.04946383240185501
42    0.07945695700531039    0.01101172287020653    0.04317044709495897
43    0.0697175113115787    0.009293421270559208    0.037795962017041766
44    0.061347507498248396    0.007871510440254019    0.033189446384581475
45    0.054130421873960125    0.0066901445159601395    0.02922744464614819
46    0.04788765274323394    0.005704860836081493    0.02580849836590167
47    0.042471250087066786    0.004880090004861842    0.022848852829799975
48    0.03775815635966188    0.004187246481242169    0.02027907275491108
49    0.03364562063266607    0.003603256256328224    0.018041359970354852
50    0.030047528954998244    0.0031094155555555555    0.016087416361771203
51    0.026897761735943774    0.0026906683175061032    0.014382437428218785
52    0.024127343993694934    0.002334359391531831    0.012885263287452813
53    0.02168472457812916    0.002030298540563724    0.011567281713904158
54    0.01952614190139393    0.0017700986468104903    0.010404266310832902
55    0.01761433085569422    0.0015468325373281602    0.009375637155095954
56    0.01591746318801482    0.0013547595888558823    0.00846385711067539
57    0.014408275878481452    0.0011891070406140783    0.0076539369500168665
58    0.013063351543584928    0.001045894384256627    0.006933028117491045
59    0.011862522258752546    0.0009217918141529167    0.006290086379719425
60    0.010788373959918123    0.0008140057167988172    0.005715593039784022
61    0.009825619126908446    0.0007201857087982373    0.0052013230760729785
62    0.00896145109259602    0.0006383489121420663    0.004740151674541962
63    0.008184493727569703    0.0005668180680402278    0.004325892286279141
64    0.0074848292245795235    0.0005041707996423224    0.003953160659930711
65    0.006853792795722853    0.0004491978872089629    0.0036172603467974794
66    0.006283798810249992    0.00040086885262176174    0.003314086013637229
67    0.005768193176910709    0.00035830349082200655    0.0030400415694390084
68    0.005301127695205492    0.0003207482546318146    0.0027919706525721625
69    0.004877452846603366    0.0002875566123418587    0.0025670974609087118
70    0.004492626104512013    0.00025817266666666684    0.002362976260991179
71    0.0041427795940994095    0.0002321284785213043    0.0021775073796006165
72    0.0038241819632091906    0.00020899714116119685    0.002008712185238896
73    0.003533683455420713    0.00018842130829015    0.0018549008006085227
74    0.0032684877757709744    0.0001700912894440557    0.0017145739336323397
75    0.0030261084254217443    0.00015373819387553967    0.0015863992175027672
76    0.0028043309184778422    0.00013912813156938524    0.0014691907542677112
77    0.002601180023862419    0.00012605729768598857    0.001361891392593061
78    0.0024148913093062436    0.00011434779699694084    0.0012635573442457055
79    0.0022438863762414595    0.00010384408957538051    0.0011733448053144674
80    0.002086751267682329    0.00009440995921137482    0.0010904982994497682
81    0.0019421880578655692    0.00008592592259831068    0.0010143405032590263
82    0.0018090936692830369    0.00007828701096685491    0.0009442633499094898
83    0.0016864438077924054    0.0000714008670789865    0.0008797202371579386
84    0.0015733157831982329    0.00006518610977867512    0.0008202191914259745
85    0.0014688774371924996    0.00005957092598469944    0.0007653168609708641
86    0.001372377384869821    0.00005449185639341331    0.0007146132293251656
87    0.0012831364014363983    0.00004989274646858419    0.0006677469555357414
88    0.00120053980890256    0.000045723838721726845    0.0006243912607740101
89    0.0011240307373148344    0.000041940985984145575    0.0005842502919850025
90    0.0010531041519778485    0.00003850496846749089    0.0005470559027024594
91    0.0009873138593708896    0.00003538090000624565    0.0005125647992369223
92    0.0009262282990231062    0.00003253771105787254    0.0004805560073577321
93    0.0008694681889166731    0.000029947697874023008    0.0004508286205172435
94    0.0008166882802592392    0.000027586128806499703    0.00042319979575573287
95    0.0007675739947072726    0.00002543090002195229    0.0003975029678046086
96    0.000721838424164762    0.000023462234008683145    0.0003735862556790545
97    0.0006792196508290608    0.000021662415199890626    0.0003513110393083111
98    0.0006394783504705387    0.000020015557837134738    0.00033055068656773
99    0.0006023956465338139    0.000018507401878179027    0.00031118941351493444
100    0.0005677711866378867    0.00001712513333333333    0.0002931212627469323
101    0.0005354149826125967    0.00001585722590961429    0.00027624918663153065
102    0.000505166425160902    0.000014693301265492028    0.00026048422376372663
103    0.0004768712176257743    0.000013624005541680684    0.00024574475838920766
104    0.0004503875919177385    0.000012640900144519724    0.00023195585375074287
105    0.0004255851920966169    0.000011736365025734847    0.00021904865137333608
106    0.00040234406618353403    0.000010903512932272469    0.000206959829231308
107    0.0003805537548713349    0.000010136113297961119    0.0001956311125524984
108    0.00036011246707507214    9.428524619624681e-6    0.0001850088317269385
109    0.00034092633338492467    8.775634307886284e-6    0.00017504352241264968
110    0.0003229087294711947    8.172805130591565e-6    0.0001656895634809
111    0.0003059794420457853    7.615827477390349e-6    0.00015690484892718308
112    0.0002900648138364517    7.1008767699412924e-6    0.0001486504903005038
113    0.00027509650019817103    6.624475425514994e-6    0.00014089054657984913
114    0.00026101126180303965    6.183458854203299e-6    0.00013359177875896927
115    0.0002477505461736198    5.774945033002446e-6    0.0001267234266944675
116    0.00023526010652756741    5.396307255001114e-6    0.00012025700603234343
117    0.00022348965434095005    5.045149699865543e-6    0.00011416612325864914
118    0.0002123925424089732    4.719285513717463e-6    0.00010842630712445865
119    0.00020192547551308742    4.416717123149319e-6    0.00010301485487697192
120    0.0001920482460976318    4.135618540213486e-6    0.00009791069189005464
