###############################################################################
# SDCS (nb/GeV^4) for the 3S1 Singlet channel, transverse polarization
# Matrix element normalization follows PRD51 (1995) 1125 Eq. (6.2b)
# LP+NLO is same as NLO because there are no additional LP contributions at 
# this order
###############################################################################
# pT  LP+NLO              LO                    NLO
###############################################################################
49    1.3809580172022874e-6    9.397624801188339e-8    1.3809580172022874e-6
50    1.1858754908000181e-6    7.814955210008894e-8    1.1858754908000181e-6
51    1.0212279522681385e-6    6.521389022539502e-8    1.0212279522681385e-6
52    8.818270819619911e-7    5.459741440327696e-8    8.818270819619911e-7
53    7.634441359667158e-7    4.585321561667219e-8    7.634441359667158e-7
54    6.626170689195915e-7    3.862634187154763e-8    6.626170689195915e-7
55    5.765012114769915e-7    3.263370831029094e-8    5.765012114769915e-7
56    5.027509857569983e-7    2.7648644645578374e-8    5.027509857569983e-7
57    4.394258116558865e-7    2.3488953773847356e-8    4.394258116558865e-7
58    3.8491495232411804e-7    2.0007642054457543e-8    3.8491495232411804e-7
59    3.378772515108728e-7    1.7085692161304153e-8    3.378772515108728e-7
60    2.971926293384245e-7    1.462640473005832e-8    2.971926293384245e-7
61    2.61922899818303e-7    1.2550950268727256e-8    2.61922899818303e-7
62    2.3128000713476148e-7    1.079485874374569e-8    2.3128000713476148e-7
63    2.046001883950378e-7    9.305238661223541e-9    2.046001883950378e-7
64    1.8132288792445576e-7    8.038565958582927e-9    1.8132288792445576e-7
65    1.6097349449581723e-7    6.9589197035478675e-9    1.6097349449581723e-7
66    1.431491648193776e-7    6.036569465980581e-9    1.431491648193776e-7
67    1.2750714677500648e-7    5.246840491511401e-9    1.2750714677500648e-7
68    1.1375513378532443e-7    4.569199097021093e-9    1.1375513378532443e-7
69    1.0164327467129179e-7    3.986513239714026e-9    1.0164327467129179e-7
70    9.095753685170035e-8    3.4844528888704573e-9    9.095753685170035e-8
71    8.151841766934275e-8    3.0511583811196823e-9    8.151841766934275e-8
72    7.316267202814442e-8    2.67633351075498e-9    7.316267202814442e-8
73    6.575418824519284e-8    2.3514777934856176e-9    6.575418824519284e-8
74    5.917541194927134e-8    2.069413905247985e-9    5.917541194927134e-8
75    5.332462064455632e-8    1.8240683635526644e-9    5.332462064455632e-8
76    4.811362673577263e-8    1.6102907356482237e-9    4.811362673577263e-8
77    4.346583730730265e-8    1.4237042310140974e-9    4.346583730730265e-8
78    3.931461166382808e-8    1.2605819279388685e-9    3.931461166382808e-8
79    3.560186797642924e-8    1.117743991793312e-9    3.560186797642924e-8
80    3.227689880340333e-8    9.924721267640545e-10    3.227689880340333e-8
81    2.9295362140827898e-8    8.824382104721985e-10    2.9295362140827898e-8
82    2.661842029987716e-8    7.856446288819026e-10    2.661842029987716e-8
83    2.4212003542298226e-8    7.003742860203511e-10    2.4212003542298226e-8
84    2.2046179221523536e-8    6.251486319018474e-10    2.2046179221523536e-8
85    2.0094610326560427e-8    5.586923504823071e-10    2.0094610326560427e-8
86    1.8334089931489192e-8    4.999035915281793e-10    1.8334089931489192e-8
87    1.6744140213907566e-8    4.478288270997371e-10    1.6744140213907566e-8
88    1.530666650101775e-8    4.016415737650843e-10    1.530666650101775e-8
89    1.4005658297156939e-8    3.606243527167342e-10    1.4005658297156939e-8
90    1.2826930494280912e-8    3.2415336727789474e-10    1.2826930494280912e-8
91    1.1757899010274162e-8    2.916854653578797e-10    1.1757899010274162e-8
92    1.0787385974203625e-8    2.6274702685447724e-10    1.0787385974203625e-8
93    9.905450311604306e-9    2.369244757087843e-10    9.905450311604306e-9
94    9.103240200264009e-9    2.1385616563509255e-10    9.103240200264009e-9
95    8.37286438726033e-9    1.9322542936697302e-10    8.37286438726033e-9
96    7.707279797261629e-9    1.7475461511264259e-10    7.707279797261629e-9
97    7.100193233620603e-9    1.5819996204231367e-10    7.100193233620603e-9
98    6.545975288562878e-9    1.4334719004957122e-10    6.545975288562878e-9
99    6.039584845922535e-9    1.3000769856326554e-10    6.039584845922535e-9
100    5.576502786992322e-9    1.1801528551040782e-10    5.576502786992322e-9
101    5.152673703453086e-9    1.0722331119628262e-10    5.152673703453086e-9
102    4.764454586292818e-9    9.750224332846906e-11    4.764454586292818e-9
103    4.408569600534318e-9    8.873752903929871e-11    4.408569600534318e-9
104    4.0820701761433326e-9    8.082774786308404e-11    4.0820701761433326e-9
105    3.782299748787234e-9    7.368300645349284e-11    3.782299748787234e-9
106    3.5068625727588956e-9    6.722354159208338e-11    3.5068625727588956e-9
107    3.2535961045567304e-9    6.13785029144978e-11    3.2535961045567304e-9
108    3.020546521172132e-9    5.608489091012384e-11    3.020546521172132e-9
109    2.8059469936341033e-9    5.128662925369984e-11    2.8059469936341033e-9
110    2.608198385118839e-9    4.693375350291223e-11    2.608198385118839e-9
111    2.425852085066716e-9    4.298170072763412e-11    2.425852085066716e-9
112    2.257594727206681e-9    3.9390686793356306e-11    2.257594727206681e-9
113    2.1022345709767795e-9    3.612515986174227e-11    2.1022345709767795e-9
114    1.9586893532317295e-9    3.315332024365674e-11    1.9586893532317295e-9
115    1.8259754409309391e-9    3.0446698085383285e-11    1.8259754409309391e-9
116    1.703198136200214e-9    2.7979781521386913e-11    1.703198136200214e-9
117    1.589543003183778e-9    2.5729688915794625e-11    1.589543003183778e-9
118    1.4842681018152293e-9    2.367587966416739e-11    1.4842681018152293e-9
119    1.386697027348647e-9    2.1799898757696692e-11    1.386697027348647e-9
120    1.2962126664724987e-9    2.0085150941106683e-11    1.2962126664724987e-9
