###############################################################################
# SDCS (nb/GeV^4) for the 3S1 Singlet channel, unpolarized
# Matrix element normalization follows PRD51 (1995) 1125 Eq. (6.2b)
# LP+NLO is same as NLO because there are no additional LP contributions at
# this order
###############################################################################
# pT  LP+NLO              LO                    NLO
###############################################################################
72    1.5998678477855856e-6    5.3544327779421364e-9    1.5998678477855856e-6
73    1.4429999747792111e-6    4.704332232360927e-9    1.4429999747792111e-6
74    1.3031109570872593e-6    4.139899835942674e-9    1.3031109570872593e-6
75    1.1781867851640102e-6    3.6489723182514457e-9    1.1781867851640102e-6
76    1.0664734422683166e-6    3.2212354157772266e-9    1.0664734422683166e-6
77    9.66440616570519e-7    2.847924568246286e-9    9.66440616570519e-7
78    8.767508562744555e-7    2.521576959967086e-9    8.767508562744555e-7
79    7.962332951739457e-7    2.235825610679642e-9    7.962332951739457e-7
80    7.238612248277854e-7    1.985227989772155e-9    7.238612248277854e-7
81    6.590580740821818e-7    1.765112125566265e-9    6.590580740821818e-7
82    6.006813925441632e-7    1.571487138254373e-9    6.006813925441632e-7
83    5.480322479240025e-7    1.4009166619801858e-9    5.480322479240025e-7
84    5.004943644101696e-7    1.2504418761070047e-9    5.004943644101696e-7
85    4.57523571148668e-7    1.1175107874369445e-9    4.57523571148668e-7
86    4.1863869548837657e-7    9.99918619707373e-10    4.1863869548837657e-7
87    3.834136899701319e-7    8.957574676741898e-10    3.834136899701319e-7
88    3.514708147570306e-7    8.033736948008074e-10    3.514708147570306e-7
89    3.2247472456001825e-7    7.213318163672356e-10    3.2247472456001825e-7
90    2.961273320327014e-7    6.48383824979714e-10    2.961273320327014e-7
91    2.721633388498107e-7    5.834430920257855e-10    2.721633388498107e-7
92    2.50346341867075e-7    5.255621238260593e-10    2.50346341867075e-7
93    2.3046543539818917e-7    4.739135709086756e-10    2.3046543539818917e-7
94    2.123322421585802e-7    4.2777398767082954e-10    2.123322421585802e-7
95    1.9577831516444276e-7    3.8650992149007664e-10    1.9577831516444276e-7
96    1.8065286112722977e-7    3.495659781794298e-10    1.8065286112722977e-7
97    1.668207428877287e-7    3.1645456704022226e-10    1.668207428877287e-7
98    1.541607243888596e-7    2.867470756853438e-10    1.541607243888596e-7
99    1.425639267578431e-7    2.6006626393771405e-10    1.425639267578431e-7
100    1.3193246839458913e-7    2.36079698807168e-10    1.3193246839458913e-7
101    1.2217421458247928e-7    2.144955669104475e-10    1.2217421458247928e-7
102    1.1321463179936266e-7    1.950529722375922e-10    1.1321463179936266e-7
103    1.0498211488520923e-7    1.7752283866508247e-10    1.0498211488520923e-7
104    9.7412031916498e-8    1.6170235609281655e-10    9.7412031916498e-8
105    9.044599182763578e-8    1.4741176854262505e-10    9.044599182763578e-8
106    8.403119448252862e-8    1.3449157924923896e-10    8.403119448252862e-8
107    7.811985329930248e-8    1.2280011549682766e-10    7.811985329930248e-8
108    7.266868179203286e-8    1.1221140423513802e-10    7.266868179203286e-8
109    6.763843648441214e-8    1.026133165320528e-10    6.763843648441214e-8
110    6.299350959562329e-8    9.390594488427815e-11    6.299350959562329e-8
111    5.8701565718860645e-8    8.600018248179383e-11    5.8701565718860645e-8
112    5.473321742530411e-8    7.881647784390602e-11    5.473321742530411e-8
113    5.106173534595105e-8    7.228374193207708e-11    5.106173534595105e-8
114    4.7662788823161514e-8    6.633838799462771e-11    4.7662788823161514e-8
115    4.451421369407078e-8    6.092348709313119e-11    4.451421369407078e-8
116    4.159580417848349e-8    5.598802456865219e-11    4.159580417848349e-8
117    3.888912620248675e-8    5.1486244685998535e-11    3.888912620248675e-8
118    3.637734980274607e-8    4.737707239476493e-11    3.637734980274607e-8
119    3.404509853115358e-8    4.362360260845499e-11    3.404509853115358e-8
120    3.1878314020336934e-8    4.0192648662309554e-11    3.1878314020336934e-8
